mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005639505386352539,0.0012300959528794935,0.0038995265960693358,0.0008737100326789789,0.1,{'C': 0.1},0.3,0.3,0.2564102564102564,0.3333333333333333,0.3333333333333333,0.3046153846153846,0.02834000385568841,1
0.00707392692565918,0.002426356665158108,0.005065536499023438,0.001794223395238275,1,{'C': 1},0.25,0.25,0.20512820512820512,0.20512820512820512,0.1794871794871795,0.21794871794871792,0.02779420947266513,5
0.005772018432617187,0.0010866135887125311,0.00276031494140625,0.0015119951064142324,10,{'C': 10},0.25,0.25,0.1794871794871795,0.28205128205128205,0.4358974358974359,0.2794871794871795,0.08509962448859533,4
0.005874824523925781,0.0030793123362718756,0.004958295822143554,0.00471121262305578,100,{'C': 100},0.25,0.25,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.3,0.08479002955787925,2
0.020972585678100585,0.007774523200836642,0.012573909759521485,0.01828757021323195,1000,{'C': 1000},0.25,0.25,0.23076923076923078,0.28205128205128205,0.4358974358974359,0.2897435897435897,0.07490954439995663,3
